id_client,region,sexe,age,revenu_estime_gnf,anciennete_mois,type_abonnement,forfait_international,messagerie_vocale,recharge_mensuelle_moy_gnf,moyen_paiement,minutes_jour,minutes_nuit,minutes_internationales,donnees_mo,nombre_sms,appels_service_client,pannes_signalees_30j,retard_paiement_jours,retour_client,resiliation
CLI02737,Kankan,Homme,39,1191000,10,Postpayé,Non,Oui,74000,Orange Money,166,93,0,2581,23,0,2,6,Service correct dans l'ensemble.,Oui
CLI02738,Conakry,Femme,37,300000,81,Prépayé,Oui,Non,13000,Orange Money,229,42,39,3788,1,1,1,0,Rien de particulier a signaler.,Non
CLI02739,Labé,Homme,22,666000,82,Postpayé,Non,Oui,41000,Orange Money,237,159,1,539,4,0,1,2,Rien de particulier a signaler.,Non
CLI02740,Boké,Femme,21,647000,6,Postpayé,Non,Non,50000,Espèces,291,70,3,3811,14,2,1,0,Le service client ne repond jamais rapidement.,Oui
CLI02741,Conakry,Femme,35,752000,18,Prépayé,Non,Oui,45000,Orange Money,183,55,3,2316,14,0,0,0,"Bon rapport qualite prix, je recommande.",Non
CLI02742,Boké,Femme,36,759000,61,Postpayé,Non,Oui,45000,Espèces,206,51,4,4260,23,0,0,1,Service client reactif et efficace.,Non
CLI02743,Kankan,Homme,45,797000,11,Prépayé,Non,Oui,32000,Carte bancaire,148,81,2,444,47,2,1,4,"Bon rapport qualite prix, je recommande.",Non
CLI02744,Boké,Femme,43,485000,11,Illimité,Non,Non,29000,Orange Money,163,9,4,3330,38,3,0,0,Aucun probleme depuis mon inscription.,Non
CLI02745,Kindia,Homme,40,467000,10,Prépayé,Non,Oui,24000,Virement bancaire,290,37,0,1455,12,0,0,0,Service client reactif et efficace.,Non
CLI02746,Boké,Femme,41,970000,20,Prépayé,Non,Oui,34000,Espèces,272,133,0,4479,129,1,0,0,Offres interessantes et service fiable.,Non
CLI02747,Labé,Femme,37,300000,9,Prépayé,Non,Oui,23000,Espèces,128,142,0,1647,5,2,0,3,Aucun probleme depuis mon inscription.,Non
CLI02748,Faranah,Homme,49,329000,27,Prépayé,Non,Oui,16000,Carte bancaire,175,66,1,1832,49,1,0,1,Service client reactif et efficace.,Non
CLI02749,Kankan,Homme,22,536000,32,Illimité,Non,Oui,25000,Orange Money,164,107,1,1589,24,2,1,3,Tres satisfait du reseau et du service.,Non
CLI02750,Conakry,Homme,56,1133000,6,Illimité,Oui,Oui,86000,Orange Money,182,35,82,4441,15,0,1,0,Tres satisfait du reseau et du service.,Non
CLI02751,Conakry,Femme,41,539000,7,Prépayé,Non,Non,36000,Espèces,168,171,1,447,45,0,0,11,Offres interessantes et service fiable.,Non
CLI02752,Kindia,Homme,20,300000,11,Prépayé,Non,Oui,13000,Orange Money,206,87,2,4190,20,0,0,1,Aucun probleme depuis mon inscription.,Non
CLI02753,Kankan,Femme,38,384000,4,Illimité,Oui,Oui,22000,Espèces,194,120,52,1365,33,1,0,2,Le service client ne repond jamais rapidement.,Oui
CLI02754,N'Zérékoré,Homme,53,1019000,9,Prépayé,Non,Oui,82000,Espèces,233,129,10,3170,22,1,0,4,Le forfait ne correspond plus a mes besoins.,Oui
CLI02755,Kindia,Homme,28,300000,4,Prépayé,Non,Oui,11000,Orange Money,181,115,3,3818,19,0,3,0,Service correct dans l'ensemble.,Oui
CLI02756,Kankan,Homme,40,366000,23,Prépayé,Non,Oui,33000,Orange Money,212,104,0,4274,5,1,0,3,Content de la couverture reseau dans ma zone.,Non
CLI02757,Labé,Femme,34,575000,3,Prépayé,Non,Oui,42000,Espèces,154,185,3,2010,3,2,0,0,Rien de particulier a signaler.,Oui
CLI02758,N'Zérékoré,Homme,51,300000,10,Prépayé,Non,Oui,12000,Orange Money,278,51,2,2814,24,0,1,2,"Bon rapport qualite prix, je recommande.",Non
CLI02759,Labé,Homme,37,878000,11,Prépayé,Oui,Non,76000,Carte bancaire,77,52,43,1532,74,1,0,1,"Bon rapport qualite prix, je recommande.",Non
CLI02760,N'Zérékoré,Homme,28,478000,8,Postpayé,Non,Oui,40000,Orange Money,198,0,0,3614,0,0,1,1,"Bon rapport qualite prix, je recommande.",Non
CLI02761,Labé,Homme,39,1703000,15,Prépayé,Non,Oui,107000,Orange Money,205,161,3,1988,83,2,0,9,Aucun probleme depuis mon inscription.,Non
CLI02762,Kindia,Femme,40,861000,40,Postpayé,Non,Oui,38000,Orange Money,195,93,0,1450,24,2,0,13,Content de la couverture reseau dans ma zone.,Non
CLI02763,Kankan,Homme,36,726000,10,Postpayé,Non,Oui,47000,Espèces,151,99,2,2027,8,2,1,0,Rien de particulier a signaler.,Oui
CLI02764,Kindia,Homme,28,451000,1,Postpayé,Non,Oui,16000,Espèces,193,40,1,5225,119,1,0,9,Service client reactif et efficace.,Non
CLI02765,Kankan,Femme,19,614000,10,Prépayé,Non,Oui,48000,Espèces,195,75,0,2676,8,1,1,0,Content de la couverture reseau dans ma zone.,Non
CLI02766,Labé,Femme,34,422000,8,Illimité,Non,Oui,18000,Orange Money,149,86,2,4810,8,0,0,0,Offres interessantes et service fiable.,Non
CLI02767,Kindia,Homme,18,969000,45,Postpayé,Non,Non,43000,Espèces,178,119,2,958,6,0,0,0,Rien de particulier a signaler.,Non
CLI02768,Boké,Femme,25,392000,37,Prépayé,Non,Oui,32000,Espèces,133,97,5,3325,33,0,1,0,"Bon rapport qualite prix, je recommande.",Non
CLI02769,N'Zérékoré,Homme,35,761000,1,Prépayé,Non,Non,55000,Espèces,198,121,5,1880,34,1,0,0,Facturation incorrecte plusieurs fois de suite.,Oui
CLI02770,Conakry,Homme,46,358000,18,Postpayé,Non,Non,16000,Orange Money,235,39,3,2242,18,2,1,10,Service client reactif et efficace.,Non
CLI02771,Conakry,Femme,44,1294000,2,Prépayé,Non,Oui,90000,Carte bancaire,199,49,0,1859,35,3,0,5,"Utilisation standard, pas de souci majeur.",Non
CLI02772,N'Zérékoré,Femme,18,417000,27,Prépayé,Non,Oui,35000,Espèces,211,149,0,2846,26,0,0,0,Content de la couverture reseau dans ma zone.,Non
CLI02773,Conakry,Femme,45,1179000,4,Illimité,Non,Oui,82000,Orange Money,110,50,6,3161,0,0,1,3,"Utilisation standard, pas de souci majeur.",Non
CLI02774,Conakry,Homme,18,469000,3,Prépayé,Non,Oui,38000,Orange Money,146,38,8,3319,11,3,1,0,Service correct dans l'ensemble.,Non
CLI02775,Boké,Femme,37,300000,20,Postpayé,Non,Oui,24000,Carte bancaire,182,51,3,860,15,3,1,1,Service client reactif et efficace.,Non
CLI02776,Kankan,Femme,36,922000,50,Illimité,Non,Non,51000,Orange Money,113,77,4,2564,37,2,1,2,Trop cher par rapport a la qualite recue.,Oui
CLI02777,N'Zérékoré,Femme,44,443000,45,Postpayé,Non,Non,19000,Orange Money,243,36,1,2616,7,0,3,0,Aucun probleme depuis mon inscription.,Non
CLI02778,Conakry,Femme,36,1485000,27,Prépayé,Non,Non,48000,Orange Money,164,49,0,50,38,2,0,0,"Utilisation standard, pas de souci majeur.",Oui
CLI02779,Conakry,Femme,46,756000,60,Illimité,Non,Non,45000,Orange Money,216,186,0,2351,5,1,0,15,"Bon rapport qualite prix, je recommande.",Non
CLI02780,N'Zérékoré,Femme,28,1453000,7,Prépayé,Non,Oui,49000,Virement bancaire,89,113,3,3730,16,0,1,5,"Utilisation standard, pas de souci majeur.",Non
CLI02781,Labé,Homme,33,1274000,26,Prépayé,Non,Oui,46000,Espèces,55,24,2,3734,59,3,0,0,Offres interessantes et service fiable.,Non
CLI02782,Kankan,Homme,44,473000,15,Postpayé,Oui,Non,29000,Orange Money,142,107,60,1999,54,1,0,1,"Utilisation standard, pas de souci majeur.",Non
CLI02783,Kindia,Homme,29,364000,10,Prépayé,Non,Oui,21000,Espèces,137,22,6,1964,14,1,1,0,"Utilisation standard, pas de souci majeur.",Oui
CLI02784,Conakry,Femme,28,1035000,70,Postpayé,Non,Oui,40000,Orange Money,262,122,2,2760,40,2,0,0,Offres interessantes et service fiable.,Non
CLI02785,Kankan,Femme,35,373000,13,Illimité,Oui,Oui,30000,Carte bancaire,218,175,62,2430,33,2,0,0,"Bon rapport qualite prix, je recommande.",Non
CLI02786,Conakry,Femme,18,729000,39,Illimité,Non,Oui,41000,Orange Money,309,98,1,1772,8,1,1,0,Aucun probleme depuis mon inscription.,Non
CLI02787,Conakry,Homme,32,300000,13,Prépayé,Non,Oui,18000,Orange Money,202,111,9,5238,23,3,0,1,Service client reactif et efficace.,Non
CLI02788,Kindia,Homme,23,672000,79,Postpayé,Oui,Non,51000,Virement bancaire,323,61,53,3226,3,1,1,0,Service client reactif et efficace.,Non
CLI02789,Kindia,Femme,51,886000,31,Postpayé,Non,Oui,76000,Espèces,226,131,8,2861,7,1,0,0,Rien de particulier a signaler.,Non
CLI02790,Conakry,Femme,48,381000,96,Prépayé,Non,Oui,19000,Orange Money,275,93,3,820,11,0,0,0,"Bon rapport qualite prix, je recommande.",Non
CLI02791,Conakry,Femme,42,643000,68,Postpayé,Oui,Oui,50000,Espèces,164,39,59,1241,12,0,0,0,Offres interessantes et service fiable.,Non
CLI02792,Conakry,Homme,59,545000,11,Prépayé,Non,Oui,27000,Orange Money,145,95,2,1559,19,2,0,6,Le forfait ne correspond plus a mes besoins.,Oui
CLI02793,Labé,Femme,37,979000,7,Postpayé,Non,Oui,32000,Espèces,250,65,1,2684,54,1,1,0,Content de la couverture reseau dans ma zone.,Non
CLI02794,Faranah,Femme,30,507000,16,Prépayé,Non,Non,40000,Orange Money,161,80,3,1508,51,0,0,3,Rien de particulier a signaler.,Non
CLI02795,Labé,Femme,38,707000,5,Illimité,Non,Non,54000,Orange Money,113,44,4,3917,21,1,1,7,Le service client ne repond jamais rapidement.,Oui
CLI02796,Conakry,Homme,38,361000,11,Prépayé,Non,Oui,22000,Orange Money,130,135,2,1501,37,2,3,4,"Utilisation standard, pas de souci majeur.",Non
CLI02797,Labé,Femme,31,650000,10,Prépayé,Non,Oui,39000,Espèces,165,41,8,3495,1,0,1,0,"Utilisation standard, pas de souci majeur.",Non
CLI02798,Faranah,Femme,38,1947000,1,Postpayé,Non,Oui,129000,Orange Money,50,86,6,1309,1,1,0,4,Content de la couverture reseau dans ma zone.,Non
CLI02799,Conakry,Homme,21,579000,31,Prépayé,Non,Non,34000,Orange Money,179,120,5,617,48,1,0,4,Service correct dans l'ensemble.,Non
CLI02800,Boké,Femme,24,974000,17,Prépayé,Non,Non,45000,Espèces,139,72,0,4200,39,0,2,13,Trop cher par rapport a la qualite recue.,Oui
CLI02801,N'Zérékoré,Homme,38,1098000,39,Prépayé,Non,Oui,83000,Virement bancaire,143,32,10,2106,34,0,2,9,Tres satisfait du reseau et du service.,Non
CLI02802,Kankan,Femme,21,1227000,4,Postpayé,Non,Oui,89000,Virement bancaire,178,76,2,3397,30,0,0,1,"Bon rapport qualite prix, je recommande.",Non
CLI02803,Boké,Homme,47,756000,21,Postpayé,Non,Non,38000,Espèces,126,88,3,2010,10,0,0,2,Service correct dans l'ensemble.,Non
CLI02804,Conakry,Homme,39,1374000,2,Illimité,Oui,Oui,80000,Espèces,194,114,16,3391,33,1,0,9,Content de la couverture reseau dans ma zone.,Non
CLI02805,Conakry,Homme,28,506000,1,Illimité,Non,Non,36000,Orange Money,189,157,1,1410,3,1,1,0,"Utilisation standard, pas de souci majeur.",Non
CLI02806,Conakry,Homme,47,885000,3,Prépayé,Oui,Non,34000,Orange Money,208,94,11,135,26,1,0,3,Facturation incorrecte plusieurs fois de suite.,Oui
CLI02807,Conakry,Homme,37,328000,13,Prépayé,Non,Oui,22000,Espèces,161,89,6,2895,8,6,1,0,Le service client ne repond jamais rapidement.,Oui
CLI02808,Boké,Femme,53,698000,1,Prépayé,Non,Oui,62000,Espèces,260,45,4,2416,2,2,0,3,Facturation incorrecte plusieurs fois de suite.,Oui
CLI02809,Boké,Homme,32,911000,11,Illimité,Non,Non,50000,Orange Money,113,84,0,1812,36,2,0,6,Facturation incorrecte plusieurs fois de suite.,Oui
CLI02810,Conakry,Homme,29,623000,11,Prépayé,Non,Oui,48000,Orange Money,188,47,2,2322,15,1,0,9,Service correct dans l'ensemble.,Non
CLI02811,Boké,Femme,39,652000,9,Prépayé,Oui,Non,46000,Espèces,230,78,6,1979,10,3,0,10,Service correct dans l'ensemble.,Oui
CLI02812,Boké,Homme,23,1099000,47,Postpayé,Oui,Oui,78000,Virement bancaire,198,97,48,50,4,0,0,2,Rien de particulier a signaler.,Non
CLI02813,Kankan,Homme,46,488000,16,Prépayé,Oui,Non,30000,Orange Money,204,68,75,3464,19,2,0,0,Service client reactif et efficace.,Non
CLI02814,N'Zérékoré,Homme,39,868000,26,Postpayé,Non,Non,61000,Orange Money,178,39,7,2164,22,0,1,2,Trop cher par rapport a la qualite recue.,Oui
CLI02815,N'Zérékoré,Homme,18,766000,10,Prépayé,Non,Oui,38000,Orange Money,149,85,2,1655,1,1,1,2,Le forfait ne correspond plus a mes besoins.,Oui
CLI02816,Boké,Femme,34,815000,5,Postpayé,Oui,Non,54000,Espèces,225,17,90,50,24,2,0,0,Rien de particulier a signaler.,Non
CLI02817,Kankan,Homme,37,541000,16,Prépayé,Non,Oui,48000,Espèces,93,113,2,2580,88,1,1,0,"Utilisation standard, pas de souci majeur.",Non
CLI02818,Mamou,Homme,21,2714000,21,Prépayé,Oui,Non,212000,Espèces,158,45,61,272,19,1,2,3,Service correct dans l'ensemble.,Non
CLI02819,Conakry,Homme,31,725000,34,Postpayé,Oui,Non,45000,Virement bancaire,282,176,47,2891,13,2,0,7,"Bon rapport qualite prix, je recommande.",Non
CLI02820,Conakry,Femme,31,671000,96,Postpayé,Non,Oui,55000,Espèces,213,78,0,2656,33,1,1,4,"Bon rapport qualite prix, je recommande.",Non
CLI02821,Labé,Femme,18,1006000,59,Prépayé,Non,Oui,77000,Espèces,167,63,4,2823,18,1,0,10,Content de la couverture reseau dans ma zone.,Non
CLI02822,Mamou,Homme,37,323000,49,Prépayé,Non,Oui,28000,Orange Money,54,105,0,1473,46,2,0,4,Tres satisfait du reseau et du service.,Non
CLI02823,Mamou,Femme,34,1284000,13,Postpayé,Non,Oui,93000,Carte bancaire,103,61,4,2679,49,1,1,0,Rien de particulier a signaler.,Non
CLI02824,Boké,Homme,27,1132000,24,Prépayé,Non,Non,85000,Orange Money,178,55,4,2617,17,3,1,3,Trop cher par rapport a la qualite recue.,Oui
CLI02825,Labé,Homme,30,686000,4,Prépayé,Oui,Oui,56000,Espèces,185,113,64,3040,1,1,0,13,"Utilisation standard, pas de souci majeur.",Non
CLI02826,Mamou,Homme,35,1886000,15,Prépayé,Non,Non,126000,Orange Money,42,101,2,2802,60,1,1,2,Facturation incorrecte plusieurs fois de suite.,Oui
CLI02827,Faranah,Femme,46,566000,70,Illimité,Oui,Non,44000,Orange Money,283,72,4,2420,15,0,1,0,Offres interessantes et service fiable.,Non
CLI02828,Conakry,Femme,39,300000,24,Postpayé,Non,Oui,13000,Orange Money,248,12,2,4409,130,1,1,2,Service client reactif et efficace.,Non
CLI02829,Boké,Femme,31,583000,18,Postpayé,Non,Non,30000,Orange Money,328,34,1,108,49,0,2,6,"Bon rapport qualite prix, je recommande.",Non
CLI02830,Kindia,Femme,30,617000,18,Prépayé,Oui,Oui,27000,Orange Money,188,71,58,2655,13,3,2,2,Aucune reponse a mes reclamations depuis un mois.,Oui
CLI02831,Boké,Homme,29,605000,5,Prépayé,Non,Oui,37000,Virement bancaire,183,39,5,2861,7,0,0,1,Aucun probleme depuis mon inscription.,Non
CLI02832,Kindia,Femme,45,663000,32,Prépayé,Non,Oui,58000,Carte bancaire,211,75,0,2771,2,1,1,0,Content de la couverture reseau dans ma zone.,Non
CLI02833,Conakry,Homme,38,489000,14,Postpayé,Oui,Oui,22000,Orange Money,259,87,37,2670,37,1,0,0,Service correct dans l'ensemble.,Non
CLI02834,Kankan,Homme,29,553000,96,Prépayé,Non,Non,21000,Orange Money,78,92,1,1246,1,1,0,1,Service correct dans l'ensemble.,Non
CLI02835,Labé,Femme,49,566000,14,Postpayé,Non,Non,47000,Orange Money,219,75,0,2032,6,1,0,9,"Utilisation standard, pas de souci majeur.",Non
CLI02836,Kankan,Femme,43,1052000,74,Prépayé,Non,Non,55000,Virement bancaire,132,96,3,3492,2,0,0,3,"Utilisation standard, pas de souci majeur.",Non
CLI02837,Conakry,Homme,25,1368000,17,Prépayé,Non,Non,112000,Orange Money,248,77,0,1204,35,3,1,8,Tres satisfait du reseau et du service.,Non
CLI02838,Conakry,Femme,40,1133000,13,Illimité,Oui,Oui,93000,Espèces,122,182,24,4206,7,0,0,0,Le forfait ne correspond plus a mes besoins.,Oui
CLI02839,Conakry,Femme,36,1152000,2,Prépayé,Oui,Non,87000,Carte bancaire,221,149,67,622,6,0,0,0,Rien de particulier a signaler.,Non
CLI02840,Kankan,Femme,39,348000,1,Postpayé,Non,Oui,12000,Orange Money,202,144,3,4639,8,0,0,11,Trop de coupures de reseau ces derniers temps.,Oui
CLI02841,Boké,Homme,42,391000,59,Prépayé,Non,Oui,33000,Espèces,258,47,6,2460,59,2,2,3,Service client reactif et efficace.,Non
CLI02842,Faranah,Homme,31,611000,55,Prépayé,Oui,Oui,50000,Orange Money,88,65,50,2943,27,1,1,4,"Utilisation standard, pas de souci majeur.",Non
CLI02843,Conakry,Femme,29,842000,11,Prépayé,Non,Non,39000,Orange Money,207,132,4,2557,32,1,0,0,"Utilisation standard, pas de souci majeur.",Non
CLI02844,Faranah,Femme,22,641000,6,Postpayé,Non,Oui,41000,Orange Money,202,117,1,4389,28,0,0,15,Service client reactif et efficace.,Non
CLI02845,Conakry,Homme,38,933000,6,Prépayé,Non,Non,52000,Virement bancaire,244,63,1,3426,23,3,1,4,"Utilisation standard, pas de souci majeur.",Oui
CLI02846,N'Zérékoré,Femme,33,1600000,5,Prépayé,Non,Non,119000,Espèces,172,102,4,5289,8,1,2,3,Tres satisfait du reseau et du service.,Non
CLI02847,Labé,Homme,18,857000,1,Postpayé,Oui,Oui,26000,Orange Money,129,148,46,2674,35,2,1,3,Le forfait ne correspond plus a mes besoins.,Oui
CLI02848,N'Zérékoré,Femme,35,1401000,12,Prépayé,Non,Oui,69000,Orange Money,224,74,0,2667,20,1,0,4,"Bon rapport qualite prix, je recommande.",Non
CLI02849,Mamou,Homme,39,917000,54,Postpayé,Non,Non,32000,Espèces,176,71,1,1870,10,1,0,13,"Utilisation standard, pas de souci majeur.",Non
CLI02850,Labé,Femme,36,1336000,48,Postpayé,Non,Oui,94000,Virement bancaire,170,71,1,1713,15,1,0,0,"Utilisation standard, pas de souci majeur.",Non
CLI02851,Conakry,Homme,31,511000,53,Postpayé,Non,Non,35000,Orange Money,212,69,1,5318,19,1,1,0,Offres interessantes et service fiable.,Non
CLI02852,Mamou,Femme,42,407000,14,Prépayé,Non,Oui,22000,Orange Money,158,168,4,2509,10,0,1,0,"Utilisation standard, pas de souci majeur.",Non
CLI02853,Faranah,Femme,28,1000000,52,Prépayé,Non,Non,63000,Orange Money,84,60,6,3054,49,1,0,4,Tres satisfait du reseau et du service.,Non
CLI02854,Labé,Homme,18,1052000,11,Prépayé,Non,Oui,75000,Orange Money,93,134,4,1166,56,0,3,4,"Utilisation standard, pas de souci majeur.",Oui
CLI02855,Mamou,Homme,51,1646000,32,Illimité,Non,Oui,133000,Orange Money,253,48,4,2485,17,1,0,0,"Utilisation standard, pas de souci majeur.",Non
CLI02856,Kankan,Homme,19,428000,24,Prépayé,Oui,Non,31000,Orange Money,222,72,49,1424,22,3,2,0,Service client reactif et efficace.,Non
CLI02857,Faranah,Femme,38,840000,20,Prépayé,Oui,Oui,55000,Espèces,271,33,62,2012,0,2,0,0,"Utilisation standard, pas de souci majeur.",Non
CLI02858,Mamou,Homme,54,374000,26,Prépayé,Oui,Oui,17000,Espèces,134,84,49,1961,10,2,1,2,Tres decu par la qualite du reseau en ce moment.,Oui
CLI02859,Labé,Femme,29,1472000,33,Postpayé,Non,Oui,88000,Orange Money,165,61,1,2185,61,0,0,0,Offres interessantes et service fiable.,Non
CLI02860,Boké,Femme,48,631000,2,Postpayé,Oui,Oui,48000,Carte bancaire,231,92,64,770,66,1,0,7,"Utilisation standard, pas de souci majeur.",Non
CLI02861,Faranah,Homme,32,1184000,1,Postpayé,Non,Oui,56000,Orange Money,185,195,4,3141,38,1,0,0,Aucun probleme depuis mon inscription.,Non
CLI02862,Kankan,Homme,32,621000,6,Postpayé,Non,Oui,41000,Orange Money,200,112,4,2688,31,2,0,0,Service correct dans l'ensemble.,Oui
CLI02863,Faranah,Homme,18,367000,12,Prépayé,Non,Oui,30000,Espèces,105,120,7,3841,30,2,0,0,Facturation incorrecte plusieurs fois de suite.,Oui
CLI02864,Conakry,Femme,42,489000,3,Illimité,Oui,Oui,21000,Orange Money,253,95,78,2456,19,1,1,0,Offres interessantes et service fiable.,Non
CLI02865,Conakry,Homme,28,526000,26,Prépayé,Non,Oui,31000,Orange Money,189,111,5,2361,0,1,0,1,Service client reactif et efficace.,Non
CLI02866,Labé,Femme,43,668000,22,Prépayé,Non,Non,24000,Orange Money,151,163,0,2052,10,1,0,0,Service correct dans l'ensemble.,Oui
CLI02867,Labé,Femme,25,1430000,17,Prépayé,Non,Oui,102000,Orange Money,295,47,2,2407,38,2,1,5,Tres satisfait du reseau et du service.,Non
CLI02868,N'Zérékoré,Homme,36,1194000,55,Prépayé,Non,Non,38000,Orange Money,191,119,5,3488,17,1,2,0,"Utilisation standard, pas de souci majeur.",Non
CLI02869,N'Zérékoré,Homme,36,1167000,55,Prépayé,Non,Oui,56000,Orange Money,235,53,1,3935,33,1,1,1,"Bon rapport qualite prix, je recommande.",Non
CLI02870,Kankan,Homme,49,1076000,40,Prépayé,Non,Oui,92000,Carte bancaire,181,116,7,3100,2,4,1,0,Rien de particulier a signaler.,Non
CLI02871,Labé,Homme,44,853000,7,Postpayé,Non,Non,60000,Carte bancaire,128,43,5,3637,4,3,0,2,Rien de particulier a signaler.,Oui
CLI02872,Faranah,Homme,22,1264000,26,Prépayé,Non,Oui,114000,Orange Money,211,82,1,4324,47,1,1,0,"Utilisation standard, pas de souci majeur.",Non
CLI02873,Kankan,Homme,45,1970000,16,Prépayé,Non,Non,61000,Espèces,182,151,2,1084,30,1,0,9,Aucun probleme depuis mon inscription.,Non
CLI02874,Conakry,Femme,33,895000,27,Postpayé,Oui,Oui,47000,Orange Money,163,98,51,922,15,0,0,3,Content de la couverture reseau dans ma zone.,Non
CLI02875,Kindia,Femme,27,1324000,2,Prépayé,Oui,Non,97000,Virement bancaire,117,130,21,4344,12,0,1,4,Rien de particulier a signaler.,Non
CLI02876,Conakry,Femme,29,611000,13,Postpayé,Non,Oui,19000,Orange Money,222,62,2,4521,18,0,0,0,Aucun probleme depuis mon inscription.,Non
CLI02877,Mamou,Femme,45,1062000,29,Prépayé,Non,Oui,45000,Carte bancaire,193,144,7,3269,10,2,1,2,Content de la couverture reseau dans ma zone.,Non
CLI02878,N'Zérékoré,Homme,18,413000,12,Prépayé,Non,Oui,14000,Orange Money,261,0,0,2469,109,5,0,1,Rien de particulier a signaler.,Oui
CLI02879,Conakry,Femme,29,705000,12,Prépayé,Non,Non,48000,Orange Money,190,36,1,5351,2,0,0,0,"Utilisation standard, pas de souci majeur.",Non
CLI02880,Conakry,Femme,22,425000,32,Postpayé,Non,Oui,36000,Orange Money,120,66,1,1279,5,2,0,2,Service client reactif et efficace.,Non
CLI02881,Conakry,Homme,35,637000,31,Postpayé,Non,Oui,44000,Orange Money,168,85,3,1398,39,0,0,13,"Utilisation standard, pas de souci majeur.",Non
CLI02882,Kankan,Homme,31,1014000,21,Prépayé,Oui,Oui,65000,Espèces,165,94,30,2264,6,1,0,7,"Utilisation standard, pas de souci majeur.",Non
CLI02883,Kindia,Homme,22,1005000,15,Prépayé,Non,Non,76000,Orange Money,285,7,1,1362,66,0,1,0,"Bon rapport qualite prix, je recommande.",Non
CLI02884,Conakry,Femme,32,1520000,15,Illimité,Oui,Oui,106000,Orange Money,140,84,65,4852,36,1,0,7,Offres interessantes et service fiable.,Non
CLI02885,Kindia,Homme,32,568000,16,Prépayé,Non,Oui,41000,Virement bancaire,102,42,1,2450,46,4,0,0,Offres interessantes et service fiable.,Non
CLI02886,Conakry,Homme,30,320000,70,Prépayé,Non,Oui,14000,Carte bancaire,222,39,1,50,3,2,0,14,Service correct dans l'ensemble.,Oui
CLI02887,Conakry,Femme,35,736000,25,Prépayé,Non,Oui,37000,Orange Money,165,24,0,1674,17,0,0,0,Offres interessantes et service fiable.,Non
CLI02888,Labé,Femme,47,1288000,24,Postpayé,Non,Oui,95000,Orange Money,219,143,3,1382,30,1,1,0,Offres interessantes et service fiable.,Non
CLI02889,Mamou,Homme,34,1168000,2,Postpayé,Non,Oui,87000,Orange Money,139,27,2,1911,6,0,0,0,"Bon rapport qualite prix, je recommande.",Non
CLI02890,Conakry,Homme,35,364000,1,Postpayé,Non,Oui,27000,Espèces,130,71,0,369,45,0,0,35,Facturation incorrecte plusieurs fois de suite.,Oui
CLI02891,Labé,Homme,41,387000,15,Postpayé,Non,Non,21000,Espèces,159,61,3,1745,20,2,0,0,Service client reactif et efficace.,Non
CLI02892,Conakry,Homme,32,1233000,3,Prépayé,Non,Oui,39000,Espèces,194,50,3,5283,24,3,0,30,Trop de coupures de reseau ces derniers temps.,Oui
CLI02893,N'Zérékoré,Femme,32,1225000,3,Prépayé,Non,Oui,81000,Carte bancaire,290,145,8,2335,24,1,1,4,Tres satisfait du reseau et du service.,Non
CLI02894,Conakry,Homme,28,350000,22,Postpayé,Non,Oui,27000,Orange Money,277,14,1,2161,1,0,1,1,Offres interessantes et service fiable.,Non
CLI02895,Labé,Homme,27,601000,96,Postpayé,Oui,Oui,24000,Espèces,64,111,49,2830,20,0,0,2,Aucun probleme depuis mon inscription.,Non
CLI02896,N'Zérékoré,Homme,26,1190000,3,Postpayé,Oui,Oui,68000,Orange Money,134,177,42,775,41,0,1,9,Service client reactif et efficace.,Non
CLI02897,Kindia,Homme,36,1166000,32,Prépayé,Oui,Non,92000,Carte bancaire,70,57,64,3538,49,0,1,0,Tres decu par la qualite du reseau en ce moment.,Oui
CLI02898,Conakry,Femme,18,593000,36,Prépayé,Non,Non,27000,Orange Money,59,5,4,1821,0,1,0,2,"Je pense changer d'operateur, trop de pannes.",Oui
CLI02899,Faranah,Femme,29,320000,62,Postpayé,Oui,Oui,22000,Espèces,122,62,58,1020,40,4,0,5,Aucun probleme depuis mon inscription.,Non
CLI02900,Boké,Homme,36,968000,3,Prépayé,Oui,Non,79000,Orange Money,125,19,31,1652,13,0,1,1,Offres interessantes et service fiable.,Non
CLI02901,Conakry,Homme,45,500000,79,Prépayé,Oui,Oui,20000,Orange Money,197,98,31,4587,52,0,1,0,Service client reactif et efficace.,Non
CLI02902,Labé,Homme,50,1141000,26,Prépayé,Non,Non,68000,Carte bancaire,89,143,0,2184,5,0,0,0,"Utilisation standard, pas de souci majeur.",Non
CLI02903,Kankan,Femme,18,1189000,32,Postpayé,Oui,Oui,79000,Espèces,151,137,27,3563,109,1,1,0,Service client reactif et efficace.,Non
CLI02904,Mamou,Femme,26,790000,10,Postpayé,Oui,Non,27000,Orange Money,182,108,36,2721,13,1,0,1,"Utilisation standard, pas de souci majeur.",Non
CLI02905,Conakry,Homme,32,571000,23,Prépayé,Non,Non,30000,Espèces,326,16,2,1528,24,2,2,6,Aucune reponse a mes reclamations depuis un mois.,Oui
CLI02906,Mamou,Homme,18,733000,22,Prépayé,Non,Oui,41000,Espèces,180,90,1,4656,5,0,1,0,Service client reactif et efficace.,Non
CLI02907,N'Zérékoré,Femme,26,1185000,25,Prépayé,Non,Non,72000,Espèces,173,78,0,2875,42,0,1,7,Rien de particulier a signaler.,Non
